"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","2/163","113/21676",0.208828661158173,0.46377657197846,0.419582581793892,"RPT2b/RPT2a",2
"GO:0000160","GO:0000160","phosphorelay signal transduction system","2/163","114/21676",0.21157808167949,0.46377657197846,0.419582581793892,"APRR4/NA",2
"GO:0010410","GO:0010410","hemicellulose metabolic process","2/163","114/21676",0.21157808167949,0.46377657197846,0.419582581793892,"TBL33/TBL32",2
"GO:0010648","GO:0010648","negative regulation of cell communication","2/163","114/21676",0.21157808167949,0.46377657197846,0.419582581793892,"AIP2/AtKFB50",2
"GO:0023057","GO:0023057","negative regulation of signaling","2/163","114/21676",0.21157808167949,0.46377657197846,0.419582581793892,"AIP2/AtKFB50",2
"GO:0015849","GO:0015849","organic acid transport","2/163","115/21676",0.214331122196422,0.46377657197846,0.419582581793892,"AtLHT1/ATUCP2",2
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"DELTA-OAT",1
"GO:0009695","GO:0009695","jasmonic acid biosynthetic process","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"GRI",1
"GO:0010584","GO:0010584","pollen exine formation","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"CYP703",1
"GO:0010921","GO:0010921","regulation of phosphatase activity","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"ATB",1
"GO:0043628","GO:0043628","ncRNA 3'-end processing","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"AtMTR4",1
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"HUB1",1
"GO:0050684","GO:0050684","regulation of mRNA processing","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"ATPTB1",1
"GO:1900864","GO:1900864","mitochondrial RNA modification","1/163","32/21676",0.21472215189467,0.46377657197846,0.419582581793892,"MEF13",1
"GO:0042157","GO:0042157","lipoprotein metabolic process","2/163","116/21676",0.217087574396978,0.467618369714572,0.42305828865414,"RPT2b/RPT2a",2
"GO:0009625","GO:0009625","response to insect","1/163","33/21676",0.220636044393337,0.468925139683973,0.424240534482628,"ESM1",1
"GO:0009718","GO:0009718","anthocyanin-containing compound biosynthetic process","1/163","33/21676",0.220636044393337,0.468925139683973,0.424240534482628,"ATAIG1",1
"GO:0010014","GO:0010014","meristem initiation","1/163","33/21676",0.220636044393337,0.468925139683973,0.424240534482628,"ATMYB37",1
"GO:0043200","GO:0043200","response to amino acid","1/163","33/21676",0.220636044393337,0.468925139683973,0.424240534482628,"ATGLR1.1",1
"GO:0043647","GO:0043647","inositol phosphate metabolic process","1/163","33/21676",0.220636044393337,0.468925139683973,0.424240534482628,"ATSAL2",1
"GO:0019953","GO:0019953","sexual reproduction","3/163","218/21676",0.22600439331643,0.476319313044771,0.430930105574415,"TET1/RPT2b/RPT2a",3
"GO:0044703","GO:0044703","multi-organism reproductive process","3/163","218/21676",0.22600439331643,0.476319313044771,0.430930105574415,"TET1/RPT2b/RPT2a",3
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","1/163","34/21676",0.226505670820537,0.476319313044771,0.430930105574415,"ATSYP81",1
"GO:0046164","GO:0046164","alcohol catabolic process","1/163","34/21676",0.226505670820537,0.476319313044771,0.430930105574415,"ATSAL2",1
"GO:0090697","GO:0090697","post-embryonic plant organ morphogenesis","2/163","120/21676",0.228143434334606,0.478500834643897,0.432903746590595,"RPT2a/HEN2",2
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","5/163","435/21676",0.230295417277119,0.47971008887114,0.433997769103521,"TBL33/ATSAL2/ATNOA1/PGI/TBL32",5
"GO:0010099","GO:0010099","regulation of photomorphogenesis","1/163","35/21676",0.232331360482133,0.47971008887114,0.433997769103521,"EID1",1
"GO:0016145","GO:0016145","S-glycoside catabolic process","1/163","35/21676",0.232331360482133,0.47971008887114,0.433997769103521,"ESM1",1
"GO:0019747","GO:0019747","regulation of isoprenoid metabolic process","1/163","35/21676",0.232331360482133,0.47971008887114,0.433997769103521,"ATNOA1",1
"GO:0019759","GO:0019759","glycosinolate catabolic process","1/163","35/21676",0.232331360482133,0.47971008887114,0.433997769103521,"ESM1",1
"GO:0019762","GO:0019762","glucosinolate catabolic process","1/163","35/21676",0.232331360482133,0.47971008887114,0.433997769103521,"ESM1",1
"GO:0007389","GO:0007389","pattern specification process","3/163","222/21676",0.233931180076821,0.48173422839599,0.435829025227832,"AGO1/TET1/HEN2",3
"GO:0006995","GO:0006995","cellular response to nitrogen starvation","1/163","36/21676",0.238113440249307,0.48173422839599,0.435829025227832,"ATG8B",1
"GO:0010942","GO:0010942","positive regulation of cell death","1/163","36/21676",0.238113440249307,0.48173422839599,0.435829025227832,"GRI",1
"GO:0009787","GO:0009787","regulation of abscisic acid-activated signaling pathway","2/163","125/21676",0.242016205175004,0.48173422839599,0.435829025227832,"AIP2/GLYI4",2
"GO:0048764","GO:0048764","trichoblast maturation","2/163","125/21676",0.242016205175004,0.48173422839599,0.435829025227832,"BST1/ATAIG1",2
"GO:0048765","GO:0048765","root hair cell differentiation","2/163","125/21676",0.242016205175004,0.48173422839599,0.435829025227832,"BST1/ATAIG1",2
"GO:1901419","GO:1901419","regulation of response to alcohol","2/163","125/21676",0.242016205175004,0.48173422839599,0.435829025227832,"AIP2/GLYI4",2
"GO:1905957","GO:1905957","regulation of cellular response to alcohol","2/163","125/21676",0.242016205175004,0.48173422839599,0.435829025227832,"AIP2/GLYI4",2
"GO:0009966","GO:0009966","regulation of signal transduction","4/163","334/21676",0.243679712311059,0.48173422839599,0.435829025227832,"AIP2/AtKFB50/ATWRKY53/GLYI4",4
"GO:0003333","GO:0003333","amino acid transmembrane transport","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"ATUCP2",1
"GO:0006406","GO:0006406","mRNA export from nucleus","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"AtSAC3B",1
"GO:0010223","GO:0010223","secondary shoot formation","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"ATMYB37",1
"GO:0010346","GO:0010346","shoot axis formation","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"ATMYB37",1
"GO:0034293","GO:0034293","sexual sporulation","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"TET1",1
"GO:0043934","GO:0043934","sporulation","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"TET1",1
"GO:0048236","GO:0048236","plant-type sporogenesis","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"TET1",1
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","1/163","37/21676",0.24385223457645,0.48173422839599,0.435829025227832,"AtSAC3B",1
"GO:0048469","GO:0048469","cell maturation","2/163","126/21676",0.244795937892567,0.48173422839599,0.435829025227832,"BST1/ATAIG1",2
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","2/163","126/21676",0.244795937892567,0.48173422839599,0.435829025227832,"ATNOA1/GRI",2
"GO:0001708","GO:0001708","cell fate specification","1/163","38/21676",0.249548065518916,0.485097093216039,0.438871437433781,"YAB2",1
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","1/163","38/21676",0.249548065518916,0.485097093216039,0.438871437433781,"ATB",1
"GO:0051028","GO:0051028","mRNA transport","1/163","38/21676",0.249548065518916,0.485097093216039,0.438871437433781,"AtSAC3B",1
"GO:1901661","GO:1901661","quinone metabolic process","1/163","38/21676",0.249548065518916,0.485097093216039,0.438871437433781,"NA",1
"GO:1901663","GO:1901663","quinone biosynthetic process","1/163","38/21676",0.249548065518916,0.485097093216039,0.438871437433781,"NA",1
"GO:0023051","GO:0023051","regulation of signaling","4/163","340/21676",0.253476302245704,0.49153433793145,0.444695267097726,"AIP2/AtKFB50/ATWRKY53/GLYI4",4
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","1/163","39/21676",0.255201252750657,0.492482804944973,0.445553353215752,"NA",1
"GO:0042181","GO:0042181","ketone biosynthetic process","1/163","39/21676",0.255201252750657,0.492482804944973,0.445553353215752,"NA",1
"GO:0010054","GO:0010054","trichoblast differentiation","2/163","131/21676",0.258710692250931,0.49604118572794,0.448772650364708,"BST1/ATAIG1",2
"GO:0031667","GO:0031667","response to nutrient levels","3/163","235/21676",0.260011681157632,0.49604118572794,0.448772650364708,"NA/ATAIG1/ATG8B",3
"GO:0010646","GO:0010646","regulation of cell communication","4/163","344/21676",0.260053247377933,0.49604118572794,0.448772650364708,"AIP2/AtKFB50/ATWRKY53/GLYI4",4
"GO:0009756","GO:0009756","carbohydrate mediated signaling","1/163","40/21676",0.260812113581717,0.49604118572794,0.448772650364708,"RPT5B",1
"GO:0010182","GO:0010182","sugar mediated signaling pathway","1/163","40/21676",0.260812113581717,0.49604118572794,0.448772650364708,"RPT5B",1
"GO:0009896","GO:0009896","positive regulation of catabolic process","2/163","132/21676",0.261495667125808,0.49604118572794,0.448772650364708,"AtCDC48B/ARI9",2
"GO:0051726","GO:0051726","regulation of cell cycle","3/163","237/21676",0.264060167587721,0.49604118572794,0.448772650364708,"CYC3/HUB1/CYCP2;1",3
"GO:0001763","GO:0001763","morphogenesis of a branching structure","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"ATMYB37",1
"GO:0006879","GO:0006879","cellular iron ion homeostasis","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"NA",1
"GO:0009911","GO:0009911","positive regulation of flower development","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"PGI",1
"GO:0009955","GO:0009955","adaxial/abaxial pattern specification","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"AGO1",1
"GO:0048506","GO:0048506","regulation of timing of meristematic phase transition","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"SPL2",1
"GO:0048510","GO:0048510","regulation of timing of transition from vegetative to reproductive phase","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"SPL2",1
"GO:0051156","GO:0051156","glucose 6-phosphate metabolic process","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"PGI",1
"GO:0071417","GO:0071417","cellular response to organonitrogen compound","1/163","41/21676",0.266380962975606,0.49604118572794,0.448772650364708,"ATGLR1.1",1
"GO:0048585","GO:0048585","negative regulation of response to stimulus","3/163","239/21676",0.268116626620817,0.498109443861985,0.45064382096739,"ATCDC48/AIP2/AtKFB50",3
"GO:0006401","GO:0006401","RNA catabolic process","2/163","135/21676",0.269851679725663,0.499006470397571,0.451455368450553,"AtMTR4/HEN2",2
"GO:0006875","GO:0006875","cellular metal ion homeostasis","2/163","135/21676",0.269851679725663,0.499006470397571,0.451455368450553,"NA/ATGLR1.1",2
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","1/163","42/21676",0.271908113566546,0.500988106316071,0.453248171203208,"ADSS",1
"GO:0010228","GO:0010228","vegetative to reproductive phase transition of meristem","3/163","241/21676",0.272180489378744,0.500988106316071,0.453248171203208,"RBL/EID1/HUB1",3
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","3/163","242/21676",0.274215021153729,0.503569981243138,0.455584015256619,"AAE15/CYP703/GRI",3
"GO:0005996","GO:0005996","monosaccharide metabolic process","2/163","138/21676",0.278206021424716,0.509724595575859,0.461152146826208,"GAPB/PGI",2
"GO:0009826","GO:0009826","unidimensional cell growth","4/163","356/21676",0.279976115401954,0.511791201778343,0.463021822912454,"ATCDC48/BST1/ATKT3/ATKT4",4
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","1/163","44/21676",0.28283855733261,0.512323477713841,0.46350337744698,"ADSS",1
"GO:0035303","GO:0035303","regulation of dephosphorylation","1/163","44/21676",0.28283855733261,0.512323477713841,0.46350337744698,"ATB",1
"GO:0042886","GO:0042886","amide transport","1/163","44/21676",0.28283855733261,0.512323477713841,0.46350337744698,"ATOPT7",1
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","1/163","44/21676",0.28283855733261,0.512323477713841,0.46350337744698,"ATSAL2",1
"GO:0016556","GO:0016556","mRNA modification","1/163","45/21676",0.288242464283182,0.518576171633626,0.46916024244738,"MEF13",1
"GO:0043562","GO:0043562","cellular response to nitrogen levels","1/163","45/21676",0.288242464283182,0.518576171633626,0.46916024244738,"ATG8B",1
"GO:0048444","GO:0048444","floral organ morphogenesis","1/163","45/21676",0.288242464283182,0.518576171633626,0.46916024244738,"HEN2",1
"GO:0045893","GO:0045893","positive regulation of transcription, DNA-templated","5/163","478/21676",0.291316301104828,0.521114766756708,0.47145693089658,"ATHB40/LRP1/LBD33/ATHB53/ATWRKY53",5
"GO:0051247","GO:0051247","positive regulation of protein metabolic process","2/163","143/21676",0.292115183428366,0.521114766756708,0.47145693089658,"AtCDC48B/ARI9",2
"GO:0009067","GO:0009067","aspartate family amino acid biosynthetic process","1/163","46/21676",0.293605900015319,0.521114766756708,0.47145693089658,"AGD2",1
"GO:0051651","GO:0051651","maintenance of location in cell","1/163","46/21676",0.293605900015319,0.521114766756708,0.47145693089658,"NA",1
"GO:2000030","GO:2000030","regulation of response to red or far red light","1/163","46/21676",0.293605900015319,0.521114766756708,0.47145693089658,"EID1",1
"GO:1902680","GO:1902680","positive regulation of RNA biosynthetic process","5/163","480/21676",0.294230420377062,0.521114766756708,0.47145693089658,"ATHB40/LRP1/LBD33/ATHB53/ATWRKY53",5
"GO:1903508","GO:1903508","positive regulation of nucleic acid-templated transcription","5/163","480/21676",0.294230420377062,0.521114766756708,0.47145693089658,"ATHB40/LRP1/LBD33/ATHB53/ATWRKY53",5
"GO:0043543","GO:0043543","protein acylation","2/163","144/21676",0.294893511639777,0.521131105935482,0.471471713089619,"RPT2b/RPT2a",2
"GO:0019748","GO:0019748","secondary metabolic process","4/163","367/21676",0.298447036042,0.522470493683256,0.472683468497696,"KFB39/ATLAC15/ESM1/AtKFB50",4
"GO:0019725","GO:0019725","cellular homeostasis","3/163","254/21676",0.298737850241261,0.522470493683256,0.472683468497696,"RPT5B/NA/ATGLR1.1",3
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","1/163","47/21676",0.298929165771098,0.522470493683256,0.472683468497696,"ADSS",1
"GO:0009853","GO:0009853","photorespiration","1/163","47/21676",0.298929165771098,0.522470493683256,0.472683468497696,"ATO1",1
"GO:0010208","GO:0010208","pollen wall assembly","1/163","47/21676",0.298929165771098,0.522470493683256,0.472683468497696,"CYP703",1
"GO:0010053","GO:0010053","root epidermal cell differentiation","2/163","146/21676",0.300445562125088,0.523971800905242,0.474041713821687,"BST1/ATAIG1",2
"GO:0042445","GO:0042445","hormone metabolic process","2/163","147/21676",0.303219018447127,0.52765405611869,0.477373081214162,"AGO1/SPL2",2
"GO:0010150","GO:0010150","leaf senescence","2/163","148/21676",0.305990588288675,0.531316990993626,0.480686969333202,"ATWRKY30/ATWRKY53",2
"GO:0006405","GO:0006405","RNA export from nucleus","1/163","49/21676",0.309456381196128,0.533845748513667,0.48297475761984,"AtSAC3B",1
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","1/163","49/21676",0.309456381196128,0.533845748513667,0.48297475761984,"ADSS",1
"GO:0044273","GO:0044273","sulfur compound catabolic process","1/163","49/21676",0.309456381196128,0.533845748513667,0.48297475761984,"ESM1",1
"GO:0046148","GO:0046148","pigment biosynthetic process","2/163","150/21676",0.311527559100226,0.535864861220974,0.484801465939863,"HEMG1/ATAIG1",2
"GO:0009908","GO:0009908","flower development","5/163","493/21676",0.313289335189089,0.535864861220974,0.484801465939863,"PGI/LRP1/SPL2/ANAC018/HEN2",5
"GO:0012501","GO:0012501","programmed cell death","2/163","151/21676",0.314292710346307,0.535864861220974,0.484801465939863,"DELTA-OAT/RPP13",2
"GO:0010162","GO:0010162","seed dormancy process","1/163","50/21676",0.314660922272793,0.535864861220974,0.484801465939863,"HUB1",1
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","1/163","50/21676",0.314660922272793,0.535864861220974,0.484801465939863,"CYP703",1
"GO:0022611","GO:0022611","dormancy process","1/163","50/21676",0.314660922272793,0.535864861220974,0.484801465939863,"HUB1",1
"GO:0010383","GO:0010383","cell wall polysaccharide metabolic process","2/163","153/21676",0.319815734946809,0.537767302843051,0.486522620943657,"TBL33/TBL32",2
"GO:0006289","GO:0006289","nucleotide-excision repair","1/163","51/21676",0.319826476220334,0.537767302843051,0.486522620943657,"NA",1
"GO:0006305","GO:0006305","DNA alkylation","1/163","51/21676",0.319826476220334,0.537767302843051,0.486522620943657,"AtSAC3B",1
"GO:0006306","GO:0006306","DNA methylation","1/163","51/21676",0.319826476220334,0.537767302843051,0.486522620943657,"AtSAC3B",1
"GO:0032989","GO:0032989","cellular component morphogenesis","1/163","51/21676",0.319826476220334,0.537767302843051,0.486522620943657,"CYP703",1
"GO:0046283","GO:0046283","anthocyanin-containing compound metabolic process","1/163","51/21676",0.319826476220334,0.537767302843051,0.486522620943657,"ATAIG1",1
"GO:0090693","GO:0090693","plant organ senescence","2/163","154/21676",0.322573370274247,0.540684356244559,0.489161703793862,"ATWRKY30/ATWRKY53",2
"GO:0061024","GO:0061024","membrane organization","3/163","266/21676",0.323381918679133,0.540684356244559,0.489161703793862,"ATNOA1/PDE225/KAKU4",3
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","1/163","52/21676",0.32495333330131,0.540684356244559,0.489161703793862,"ATNOA1",1
"GO:0009696","GO:0009696","salicylic acid metabolic process","1/163","52/21676",0.32495333330131,0.540684356244559,0.489161703793862,"GRI",1
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","1/163","52/21676",0.32495333330131,0.540684356244559,0.489161703793862,"HUB1",1
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","1/163","53/21676",0.330041781630568,0.543477892478435,0.491689039619267,"ARI9",1
"GO:0050657","GO:0050657","nucleic acid transport","1/163","53/21676",0.330041781630568,0.543477892478435,0.491689039619267,"AtSAC3B",1
"GO:0050658","GO:0050658","RNA transport","1/163","53/21676",0.330041781630568,0.543477892478435,0.491689039619267,"AtSAC3B",1
"GO:0051236","GO:0051236","establishment of RNA localization","1/163","53/21676",0.330041781630568,0.543477892478435,0.491689039619267,"AtSAC3B",1
"GO:1901658","GO:1901658","glycosyl compound catabolic process","1/163","53/21676",0.330041781630568,0.543477892478435,0.491689039619267,"ESM1",1
"GO:0006096","GO:0006096","glycolytic process","1/163","54/21676",0.335092107191046,0.54430393834941,0.492436370295643,"PGI",1
"GO:0006757","GO:0006757","ATP generation from ADP","1/163","54/21676",0.335092107191046,0.54430393834941,0.492436370295643,"PGI",1
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","1/163","54/21676",0.335092107191046,0.54430393834941,0.492436370295643,"PGI",1
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","1/163","54/21676",0.335092107191046,0.54430393834941,0.492436370295643,"PGI",1
"GO:0046031","GO:0046031","ADP metabolic process","1/163","54/21676",0.335092107191046,0.54430393834941,0.492436370295643,"PGI",1
"GO:0009788","GO:0009788","negative regulation of abscisic acid-activated signaling pathway","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"AIP2",1
"GO:0009809","GO:0009809","lignin biosynthetic process","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"ATLAC15",1
"GO:0010675","GO:0010675","regulation of cellular carbohydrate metabolic process","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"ATNOA1",1
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"ARI9",1
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"PGI",1
"GO:1901420","GO:1901420","negative regulation of response to alcohol","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"AIP2",1
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"ARI9",1
"GO:1905958","GO:1905958","negative regulation of cellular response to alcohol","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"AIP2",1
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","1/163","55/21676",0.340104593849443,0.54430393834941,0.492436370295643,"ARI9",1
"GO:0009991","GO:0009991","response to extracellular stimulus","3/163","275/21676",0.341879901992701,0.546048661098563,0.494014835702985,"NA/ATAIG1/ATG8B",3
"GO:0042546","GO:0042546","cell wall biogenesis","3/163","276/21676",0.343933878348369,0.547865299058391,0.495658363408833,"TBL33/AtFLA12/TBL32",3
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","1/163","56/21676",0.345079523371784,0.547865299058391,0.495658363408833,"ATGLR1.1",1
"GO:0010311","GO:0010311","lateral root formation","1/163","56/21676",0.345079523371784,0.547865299058391,0.495658363408833,"RPT2a",1
"GO:0030003","GO:0030003","cellular cation homeostasis","2/163","163/21676",0.347255450100187,0.550223844393338,0.497792159293979,"NA/ATGLR1.1",2
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","2/163","165/21676",0.352702265166367,0.552182531305232,0.499564199886527,"AGD2/DELTA-OAT",2
"GO:0006997","GO:0006997","nucleus organization","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"KAKU4",1
"GO:0048481","GO:0048481","plant ovule development","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"ANAC018",1
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"AtSAC3B",1
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"AtSAC3B",1
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"ARI9",1
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"ARI9",1
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"ATUCP2",1
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","1/163","58/21676",0.354917827661613,0.552182531305232,0.499564199886527,"ARI9",1
"GO:0009267","GO:0009267","cellular response to starvation","2/163","166/21676",0.355419872722188,0.552182531305232,0.499564199886527,"ATAIG1/ATG8B",2
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","1/163","59/21676",0.359781755596257,0.552459236709737,0.499814537603077,"PGI",1
"GO:0042538","GO:0042538","hyperosmotic salinity response","1/163","59/21676",0.359781755596257,0.552459236709737,0.499814537603077,"DELTA-OAT",1
"GO:0045862","GO:0045862","positive regulation of proteolysis","1/163","59/21676",0.359781755596257,0.552459236709737,0.499814537603077,"ARI9",1
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","4/163","404/21676",0.361373743116092,0.552459236709737,0.499814537603077,"ATCDC48/BST1/ATKT3/ATKT4",4
"GO:0051301","GO:0051301","cell division","3/163","285/21676",0.362391753220147,0.552459236709737,0.499814537603077,"ATCDC48/HUB1/GPN1",3
"GO:0008643","GO:0008643","carbohydrate transport","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ATSTP11",1
"GO:0035670","GO:0035670","plant-type ovary development","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ANAC018",1
"GO:0042364","GO:0042364","water-soluble vitamin biosynthetic process","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"PyrD",1
"GO:0046434","GO:0046434","organophosphate catabolic process","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ATSAL2",1
"GO:0055074","GO:0055074","calcium ion homeostasis","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ATGLR1.1",1
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ARI9",1
"GO:1901699","GO:1901699","cellular response to nitrogen compound","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ATGLR1.1",1
"GO:1903825","GO:1903825","organic acid transmembrane transport","1/163","60/21676",0.3646092327595,0.552459236709737,0.499814537603077,"ATUCP2",1
"GO:0018208","GO:0018208","peptidyl-proline modification","1/163","61/21676",0.369400530643484,0.557598907050866,0.504464440771106,"NA",1
"GO:0071229","GO:0071229","cellular response to acid chemical","1/163","61/21676",0.369400530643484,0.557598907050866,0.504464440771106,"ATGLR1.1",1
"GO:0009451","GO:0009451","RNA modification","3/163","289/21676",0.370572736766334,0.558310909646064,0.50510859553266,"MEF13/NA/NA",3
"GO:0000959","GO:0000959","mitochondrial RNA metabolic process","1/163","62/21676",0.374155918730697,0.558431212038138,0.505217434122862,"MEF13",1
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","1/163","62/21676",0.374155918730697,0.558431212038138,0.505217434122862,"PGI",1
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process","1/163","62/21676",0.374155918730697,0.558431212038138,0.505217434122862,"AGD2",1
"GO:0055072","GO:0055072","iron ion homeostasis","1/163","62/21676",0.374155918730697,0.558431212038138,0.505217434122862,"NA",1
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","1/163","62/21676",0.374155918730697,0.558431212038138,0.505217434122862,"ATGLR1.1",1
"GO:0006403","GO:0006403","RNA localization","1/163","63/21676",0.378875664508753,0.561430663464525,0.507931063162121,"AtSAC3B",1
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","1/163","63/21676",0.378875664508753,0.561430663464525,0.507931063162121,"NA",1
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","1/163","63/21676",0.378875664508753,0.561430663464525,0.507931063162121,"ATUCP2",1
"GO:0006873","GO:0006873","cellular ion homeostasis","2/163","175/21676",0.379687738528706,0.561430663464525,0.507931063162121,"NA/ATGLR1.1",2
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","2/163","175/21676",0.379687738528706,0.561430663464525,0.507931063162121,"AtMTR4/HEN2",2
"GO:0015995","GO:0015995","chlorophyll biosynthetic process","1/163","64/21676",0.383560033485067,0.564017244811067,0.510271165152983,"HEMG1",1
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","1/163","64/21676",0.383560033485067,0.564017244811067,0.510271165152983,"ARI9",1
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","1/163","64/21676",0.383560033485067,0.564017244811067,0.510271165152983,"ARI9",1
"GO:0007568","GO:0007568","aging","2/163","177/21676",0.385030189519656,0.565136392352054,0.511283667385798,"ATWRKY30/ATWRKY53",2
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","2/163","178/21676",0.387694050353802,0.565331966977291,0.511460605401102,"PGI/ADSS",2
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","1/163","65/21676",0.388209289201425,0.565331966977291,0.511460605401102,"DELTA-OAT",1
"GO:0019751","GO:0019751","polyol metabolic process","1/163","65/21676",0.388209289201425,0.565331966977291,0.511460605401102,"ATSAL2",1
"GO:2000243","GO:2000243","positive regulation of reproductive process","1/163","65/21676",0.388209289201425,0.565331966977291,0.511460605401102,"PGI",1
